int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	string	string	string	int	int
55119	魂兵	55105	15	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	6293	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>7%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>7%</color>的技能伤害	被动技能	0	0
55120	魂兵	55105	16	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	7076	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>7.7%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>7.7%</color>的技能伤害	被动技能	0	0
55121	魂兵	55105	17	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	7905	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>8.4%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>8.4%</color>的技能伤害	被动技能	0	0
55122	魂兵	55105	18	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	8780	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>9.1%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>9.1%</color>的技能伤害	被动技能	0	0
55123	魂兵	55105	19	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	9701	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>9.8%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>9.8%</color>的技能伤害	被动技能	0	0
55124	魂兵	55105	20	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	10668	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>10.5%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>10.5%</color>的技能伤害	被动技能	0	0
55125	魂兵	55105	21	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	11681	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>11.4%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>11.4%</color>的技能伤害	被动技能	0	0
55126	魂兵	55105	22	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	12740	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>12.3%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>12.3%</color>的技能伤害	被动技能	0	0
55127	魂兵	55105	23	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	13845	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>13.2%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>13.2%</color>的技能伤害	被动技能	0	0
55128	魂兵	55105	24	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	14996	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>14.1%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>14.1%</color>的技能伤害	被动技能	0	0
55129	魂兵	55105	25	25	4	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55100	0	220	16193	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>15%</color>的技能伤害	增加皓月冰辉穿戴的珍品件数*<color=#109d06FF>15%</color>的技能伤害	被动技能	0	0
55135	飓风	55135	1	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	360	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	500	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>3.6%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>3.6%</color>技能伤害	被动技能	0	0
55136	飓风	55135	2	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	720	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	1063	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>7.2%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>7.2%</color>技能伤害	被动技能	0	0
55137	飓风	55135	3	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	1080	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	1689	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>10.8%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>10.8%</color>技能伤害	被动技能	0	0
55138	飓风	55135	4	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	1440	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	2471	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>14.4%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>14.4%</color>技能伤害	被动技能	0	0
55139	飓风	55135	5	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	1800	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	3409	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>18%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>18%</color>技能伤害	被动技能	0	0
55140	飓风	55135	6	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	2340	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	4504	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>23.4%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>23.4%</color>技能伤害	被动技能	0	0
55141	飓风	55135	7	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	2880	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	5755	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>28.8%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>28.8%</color>技能伤害	被动技能	0	0
55142	飓风	55135	8	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	3420	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	7163	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>34.2%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>34.2%</color>技能伤害	被动技能	0	0
55143	飓风	55135	9	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	3960	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	8727	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>39.6%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>39.6%</color>技能伤害	被动技能	0	0
55144	飓风	55135	10	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	4500	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	10447	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>45%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>45%</color>技能伤害	被动技能	0	0
55145	飓风	55135	11	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	5220	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	12324	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>52.2%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>52.2%</color>技能伤害	被动技能	0	0
55146	飓风	55135	12	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	5940	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	14357	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>59.4%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>59.4%</color>技能伤害	被动技能	0	0
55147	飓风	55135	13	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	6660	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	16546	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>66.6%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>66.6%</color>技能伤害	被动技能	0	0
55148	飓风	55135	14	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	7380	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	18892	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>73.8%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>73.8%</color>技能伤害	被动技能	0	0
55149	飓风	55135	15	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	8100	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	21394	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>81%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>81%</color>技能伤害	被动技能	0	0
55150	飓风	55135	16	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	9000	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	24053	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>90%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>90%</color>技能伤害	被动技能	0	0
55151	飓风	55135	17	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	9900	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	26868	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>99%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>99%</color>技能伤害	被动技能	0	0
55152	飓风	55135	18	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	10800	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	29839	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>108%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>108%</color>技能伤害	被动技能	0	0
55153	飓风	55135	19	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	11700	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	32967	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>117%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>117%</color>技能伤害	被动技能	0	0
55154	飓风	55135	20	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	12600	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	36251	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>126%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>126%</color>技能伤害	被动技能	0	0
55155	飓风	55135	21	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	13680	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	39691	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>136.8%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>136.8%</color>技能伤害	被动技能	0	0
55156	飓风	55135	22	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	14760	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	43288	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>147.6%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>147.6%</color>技能伤害	被动技能	0	0
55157	飓风	55135	23	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	15840	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	47041	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>158.4%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>158.4%</color>技能伤害	被动技能	0	0
55158	飓风	55135	24	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	16920	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	50951	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>169.2%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>169.2%</color>技能伤害	被动技能	0	0
55159	飓风	55135	25	25	4	3	0	7	0	0	2	6	40	0	0	0	0	0	0	0	0	1010	18000	0	0	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55105	15	220	55017	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	50135	TB_JN_ZD_55100	-	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>180%</color>技能伤害	使用皓月冰辉时，如果触发暴击，会刮起飓风，造成<color=#109d06FF>180%</color>技能伤害	被动技能	0	0
55165	狂暴	55165	1	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	20	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	988	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>0.2%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.2%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55166	狂暴	55165	2	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	40	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	2099	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>0.4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55167	狂暴	55165	3	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	60	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	3334	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>0.6%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.6%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55168	狂暴	55165	4	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	80	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	4816	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>0.8%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>0.8%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55169	狂暴	55165	5	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	100	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	6545	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>1%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>1%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55170	狂暴	55165	6	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	140	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	8520	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>1.4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>1.4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55171	狂暴	55165	7	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	180	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	10742	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>1.8%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>1.8%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55172	狂暴	55165	8	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	220	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	13211	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>2.2%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>2.2%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55173	狂暴	55165	9	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	260	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	15927	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>2.6%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>2.6%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55174	狂暴	55165	10	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	300	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	18890	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>3%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>3%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55175	狂暴	55165	11	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	350	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	22100	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>3.5%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>3.5%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55176	狂暴	55165	12	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	400	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	25557	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>4%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55177	狂暴	55165	13	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	450	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	29261	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>4.5%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>4.5%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
55178	狂暴	55165	14	25	4	3	0	16	1	0	2	8	40	0	0	0	0	0	0	0	0	4009	0	0	0	76	500	1	0	0	0	0	0	1011	3	0	0	0	0	0	0	0	0	0	0	55135	15	220	33212	0	0	0	0	0	4	0	55100	0	0	0	0	0	0	0	TB_JN_ZD_55100	-	皓月冰辉，每击中一个玩家，伤害加成提升<color=#109d06FF>5%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	使用皓月冰辉后时，每击中一个玩家，自身伤害加成提升<color=#109d06FF>5%</color>，最大叠加3层，持续<color=#109d06FF>3</color>秒	被动技能	0	0
