int	int	string	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	string	int	string	string	int 	int 	int 	int 	string	int	int	int	int	int[]	string
20441	4	云雾缭绕	101	1	0	1	90	1	1	0	1	0	0	318	0	4800	0	67	436	0	0	68	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_WQ	1204		<%>	0	0	141	481	EquipPanel	3	1	0	0	14|47|48|23|46	
20442	4	沉星	102	2	0	1	90	1	1	0	1	0	0	318	0	4744	0	67	291	0	0	68	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_FS	6204		<%>	0	0	120	418	EquipPanel	3	1	0	0	14|47|48|23|46	
20443	4	青云发簪	103	3	0	1	90	1	1	0	1	0	0	318	0	3784	0	6	1975	0	0	8	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_MZ	4204		<%>	0	0	131	451	EquipPanel	3	1	0	0	14|47|48|23|46	
20444	4	青云道袍	104	4	0	1	90	1	1	0	1	0	0	318	0	3824	0	6	2666	0	0	8	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YF	4204		<%>	0	0	152	514	EquipPanel	3	1	0	0	14|47|48|23|46	
20445	4	青云长绦	105	5	0	1	90	1	1	0	1	0	0	318	0	2896	0	6	1283	0	0	8	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YD	4204		<%>	0	0	110	388	EquipPanel	3	1	0	0	14|47|48|23|46	
20446	4	青云朱裳	106	6	0	1	90	1	1	0	1	0	0	318	0	3808	0	6	2370	0	0	8	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_KZ	4204		<%>	0	0	141	481	EquipPanel	3	1	0	0	14|47|48|23|46	
20447	4	青云云靴	107	7	0	1	90	1	1	0	1	0	0	318	0	3768	0	6	1580	0	0	8	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_XZ	4204		<%>	0	0	120	418	EquipPanel	3	1	0	0	14|47|48|23|46	
20451	4	云雾缭绕	101	1	0	1	90	1	1	0	1	0	0	318	0	4800	0	67	436	0	0	68	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_WQ	1204	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	141	481	EquipPanel	3	1	0	0	8|48	
20452	4	沉星	102	2	0	1	90	1	1	0	1	0	0	318	0	4744	0	67	291	0	0	68	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_FS	6204	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	120	418	EquipPanel	3	1	0	0	8|48	
20453	4	青云发簪	103	3	0	1	90	1	1	0	1	0	0	318	0	3784	0	6	1975	0	0	8	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_MZ	4204	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	131	451	EquipPanel	3	1	0	0	8|48	
20454	4	青云道袍	104	4	0	1	90	1	1	0	1	0	0	318	0	3824	0	6	2666	0	0	8	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YF	4204	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	152	514	EquipPanel	3	1	0	0	8|48	
20455	4	青云长绦	105	5	0	1	90	1	1	0	1	0	0	318	0	2896	0	6	1283	0	0	8	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YD	4204	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	110	388	EquipPanel	3	1	0	0	8|48	
20456	4	青云朱裳	106	6	0	1	90	1	1	0	1	0	0	318	0	3808	0	6	2370	0	0	8	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_KZ	4204	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	141	481	EquipPanel	3	1	0	0	8|48	
20457	4	青云云靴	107	7	0	1	90	1	1	0	1	0	0	318	0	3768	0	6	1580	0	0	8	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_XZ	4204	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	120	418	EquipPanel	3	1	0	0	8|48	
20461	4	云雾缭绕	101	1	0	1	90	1	1	0	1	0	0	1590	0	12384	0	67	727	0	0	68	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_WQ	1204		<%>	0	0	141	481	EquipPanel	3	1	0	0	14|47|48|23|46	
20462	4	沉星	102	2	0	1	90	1	1	0	1	0	0	1590	0	12256	0	67	485	0	0	68	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_FS	6204		<%>	0	0	120	418	EquipPanel	3	1	0	0	14|47|48|23|46	
20463	4	青云发簪	103	3	0	1	90	1	1	0	1	0	0	1590	0	9776	0	6	3664	0	0	8	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_MZ	4204		<%>	0	0	131	451	EquipPanel	3	1	0	0	14|47|48|23|46	
20464	4	青云道袍	104	4	0	1	90	1	1	0	1	0	0	1590	0	9856	0	6	4946	0	0	8	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YF	4204		<%>	0	0	152	514	EquipPanel	3	1	0	0	14|47|48|23|46	
20465	4	青云长绦	105	5	0	1	90	1	1	0	1	0	0	1590	0	7680	0	6	2381	0	0	8	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YD	4204		<%>	0	0	110	388	EquipPanel	3	1	0	0	14|47|48|23|46	
20466	4	青云朱裳	106	6	0	1	90	1	1	0	1	0	0	1590	0	9824	0	6	4397	0	0	8	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_KZ	4204		<%>	0	0	141	481	EquipPanel	3	1	0	0	14|47|48|23|46	
20467	4	青云云靴	107	7	0	1	90	1	1	0	1	0	0	1590	0	9744	0	6	2931	0	0	8	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_XZ	4204		<%>	0	0	120	418	EquipPanel	3	1	0	0	14|47|48|23|46	
20471	4	云雾缭绕	101	1	0	1	90	1	1	0	1	0	0	1590	0	12384	0	67	727	0	0	68	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_WQ	1204	（<color=#35e122>可合成</color>同阶红色3星装备）	<%>	0	0	141	481	EquipPanel	3	1	0	0	47|48|23|46	
20472	4	沉星	102	2	0	1	90	1	1	0	1	0	0	1590	0	12256	0	67	485	0	0	68	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_FS	6204	（<color=#35e122>可合成</color>同阶红色3星装备）	<%>	0	0	120	418	EquipPanel	3	1	0	0	47|48|23|46	
20473	4	青云发簪	103	3	0	1	90	1	1	0	1	0	0	1590	0	9776	0	6	3664	0	0	8	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_MZ	4204	（<color=#35e122>可合成</color>同阶红色3星装备）	<%>	0	0	131	451	EquipPanel	3	1	0	0	47|48|23|46	
20474	4	青云道袍	104	4	0	1	90	1	1	0	1	0	0	1590	0	9856	0	6	4946	0	0	8	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YF	4204	（<color=#35e122>可合成</color>同阶红色3星装备）	<%>	0	0	152	514	EquipPanel	3	1	0	0	47|48|23|46	
20475	4	青云长绦	105	5	0	1	90	1	1	0	1	0	0	1590	0	7680	0	6	2381	0	0	8	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YD	4204	（<color=#35e122>可合成</color>同阶红色3星装备）	<%>	0	0	110	388	EquipPanel	3	1	0	0	47|48|23|46	
20476	4	青云朱裳	106	6	0	1	90	1	1	0	1	0	0	1590	0	9824	0	6	4397	0	0	8	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_KZ	4204	（<color=#35e122>可合成</color>同阶红色3星装备）	<%>	0	0	141	481	EquipPanel	3	1	0	0	47|48|23|46	
20477	4	青云云靴	107	7	0	1	90	1	1	0	1	0	0	1590	0	9744	0	6	2931	0	0	8	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	2	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_XZ	4204	（<color=#35e122>可合成</color>同阶红色3星装备）	<%>	0	0	120	418	EquipPanel	3	1	0	0	47|48|23|46	
20481	4	云雾缭绕	101	1	0	1	90	1	1	0	1	0	0	1590	0	12384	0	67	727	0	0	68	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	3	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_WQ	1204		<%>	0	0	141	481	EquipPanel	3	1	0	0		
20482	4	沉星	102	2	0	1	90	1	1	0	1	0	0	1590	0	12256	0	67	485	0	0	68	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	3	0	0	0	0	0	0	0	0	0	<%>	TB_FS_4_FS	6204		<%>	0	0	120	418	EquipPanel	3	1	0	0		
20483	4	青云发簪	103	3	0	1	90	1	1	0	1	0	0	1590	0	9776	0	6	3664	0	0	8	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	3	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_MZ	4204		<%>	0	0	131	451	EquipPanel	3	1	0	0		
20484	4	青云道袍	104	4	0	1	90	1	1	0	1	0	0	1590	0	9856	0	6	4946	0	0	8	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	3	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YF	4204		<%>	0	0	152	514	EquipPanel	3	1	0	0		
20485	4	青云长绦	105	5	0	1	90	1	1	0	1	0	0	1590	0	7680	0	6	2381	0	0	8	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	3	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_YD	4204		<%>	0	0	110	388	EquipPanel	3	1	0	0		
20486	4	青云朱裳	106	6	0	1	90	1	1	0	1	0	0	1590	0	9824	0	6	4397	0	0	8	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	3	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_KZ	4204		<%>	0	0	141	481	EquipPanel	3	1	0	0		
20487	4	青云云靴	107	7	0	1	90	1	1	0	1	0	0	1590	0	9744	0	6	2931	0	0	8	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	3	0	0	0	0	0	0	0	0	204	<%>	TB_FS_4_XZ	4204		<%>	0	0	120	418	EquipPanel	3	1	0	0		
20501	5	寒鸦	101	1	0	1	150	1	1	0	1	0	0	5	0	329	0	67	252	0	0	68	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_WQ	1205		<%>	0	0	168	562	EquipPanel	3	0	0	0	14|47|48|23|46	
20502	5	青衿	102	2	0	1	150	1	1	0	1	0	0	5	0	321	0	67	168	0	0	68	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_FS	6205		<%>	0	0	163	547	EquipPanel	3	0	0	0	14|47|48|23|46	
20503	5	紫霄发簪	103	3	0	1	150	1	1	0	1	0	0	5	0	258	0	6	567	0	0	8	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_MZ	4205		<%>	0	0	166	556	EquipPanel	3	0	0	0	14|47|48|23|46	
20504	5	紫霄道袍	104	4	0	1	150	1	1	0	1	0	0	5	0	263	0	6	766	0	0	8	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YF	4205		<%>	0	0	171	568	EquipPanel	3	0	0	0	14|47|48|23|46	
20505	5	紫霄长绦	105	5	0	1	150	1	1	0	1	0	0	5	0	253	0	6	369	0	0	8	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YD	4205		<%>	0	0	161	541	EquipPanel	3	0	0	0	14|47|48|23|46	
20506	5	紫霄朱裳	106	6	0	1	150	1	1	0	1	0	0	5	0	261	0	6	681	0	0	8	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_KZ	4205		<%>	0	0	168	562	EquipPanel	3	0	0	0	14|47|48|23|46	
20507	5	紫霄云靴	107	7	0	1	150	1	1	0	1	0	0	5	0	256	0	6	454	0	0	8	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	1	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_XZ	4205		<%>	0	0	163	547	EquipPanel	3	0	0	0	14|47|48|23|46	
20511	5	寒鸦	101	1	0	1	150	1	1	0	1	0	0	5	0	904	0	67	305	0	0	68	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_WQ	1205		<%>	0	0	185	596	EquipPanel	3	0	0	0	14|47|48|23|46	
20512	5	青衿	102	2	0	1	150	1	1	0	1	0	0	5	0	892	0	67	203	0	0	68	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_FS	6205		<%>	0	0	173	572	EquipPanel	3	0	0	0	14|47|48|23|46	
20513	5	紫霄发簪	103	3	0	1	150	1	1	0	1	0	0	5	0	710	0	6	844	0	0	8	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_MZ	4205		<%>	0	0	179	584	EquipPanel	3	0	0	0	14|47|48|23|46	
20514	5	紫霄道袍	104	4	0	1	150	1	1	0	1	0	0	5	0	720	0	6	1139	0	0	8	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YF	4205		<%>	0	0	191	608	EquipPanel	3	0	0	0	14|47|48|23|46	
20515	5	紫霄长绦	105	5	0	1	150	1	1	0	1	0	0	5	0	526	0	6	548	0	0	8	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YD	4205		<%>	0	0	167	559	EquipPanel	3	0	0	0	14|47|48|23|46	
20516	5	紫霄朱裳	106	6	0	1	150	1	1	0	1	0	0	5	0	716	0	6	1013	0	0	8	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_KZ	4205		<%>	0	0	185	596	EquipPanel	3	0	0	0	14|47|48|23|46	
20517	5	紫霄云靴	107	7	0	1	150	1	1	0	1	0	0	5	0	706	0	6	675	0	0	8	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	2	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_XZ	4205		<%>	0	0	173	572	EquipPanel	3	0	0	0	14|47|48|23|46	
20521	5	寒鸦	101	1	0	1	150	1	1	0	1	0	0	15	0	2400	0	67	511	0	0	68	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_WQ	1205		<%>	0	0	201	628	EquipPanel	3	1	0	0	14|47|48|23|46	
20522	5	青衿	102	2	0	1	150	1	1	0	1	0	0	15	0	2372	0	67	340	0	0	68	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_FS	6205		<%>	0	0	182	590	EquipPanel	3	1	0	0	14|47|48|23|46	
20523	5	紫霄发簪	103	3	0	1	150	1	1	0	1	0	0	15	0	1892	0	6	1832	0	0	8	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_MZ	4205		<%>	0	0	191	608	EquipPanel	3	1	0	0	14|47|48|23|46	
20524	5	紫霄道袍	104	4	0	1	150	1	1	0	1	0	0	15	0	1912	0	6	2473	0	0	8	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YF	4205		<%>	0	0	211	648	EquipPanel	3	1	0	0	14|47|48|23|46	
20525	5	紫霄长绦	105	5	0	1	150	1	1	0	1	0	0	15	0	1448	0	6	1190	0	0	8	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YD	4205		<%>	0	0	172	570	EquipPanel	3	1	0	0	14|47|48|23|46	
20526	5	紫霄朱裳	106	6	0	1	150	1	1	0	1	0	0	15	0	1904	0	6	2198	0	0	8	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_KZ	4205		<%>	0	0	201	628	EquipPanel	3	1	0	0	14|47|48|23|46	
20527	5	紫霄云靴	107	7	0	1	150	1	1	0	1	0	0	15	0	1884	0	6	1465	0	0	8	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	0	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_XZ	4205		<%>	0	0	182	590	EquipPanel	3	1	0	0	14|47|48|23|46	
20531	5	寒鸦	101	1	0	1	150	1	1	0	1	0	0	15	0	2400	0	67	511	0	0	68	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_WQ	1205		<%>	0	0	201	628	EquipPanel	3	1	0	0	14|47|48|23|46	
20532	5	青衿	102	2	0	1	150	1	1	0	1	0	0	15	0	2372	0	67	340	0	0	68	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_FS	6205		<%>	0	0	182	590	EquipPanel	3	1	0	0	14|47|48|23|46	
20533	5	紫霄发簪	103	3	0	1	150	1	1	0	1	0	0	15	0	1892	0	6	1832	0	0	8	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_MZ	4205		<%>	0	0	191	608	EquipPanel	3	1	0	0	14|47|48|23|46	
20534	5	紫霄道袍	104	4	0	1	150	1	1	0	1	0	0	15	0	1912	0	6	2473	0	0	8	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YF	4205		<%>	0	0	211	648	EquipPanel	3	1	0	0	14|47|48|23|46	
20535	5	紫霄长绦	105	5	0	1	150	1	1	0	1	0	0	15	0	1448	0	6	1190	0	0	8	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_YD	4205		<%>	0	0	172	570	EquipPanel	3	1	0	0	14|47|48|23|46	
20536	5	紫霄朱裳	106	6	0	1	150	1	1	0	1	0	0	15	0	1904	0	6	2198	0	0	8	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_KZ	4205		<%>	0	0	201	628	EquipPanel	3	1	0	0	14|47|48|23|46	
20537	5	紫霄云靴	107	7	0	1	150	1	1	0	1	0	0	15	0	1884	0	6	1465	0	0	8	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	3	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_XZ	4205		<%>	0	0	182	590	EquipPanel	3	1	0	0	14|47|48|23|46	
20541	5	寒鸦	101	1	0	1	150	1	1	0	1	0	0	368	0	6192	0	67	637	0	0	68	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_WQ	1205		<%>	0	0	204	634	EquipPanel	3	1	0	0	14|47|48|23|46	
20542	5	青衿	102	2	0	1	150	1	1	0	1	0	0	368	0	6128	0	67	425	0	0	68	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_FS	6205		<%>	0	0	185	596	EquipPanel	3	1	0	0	14|47|48|23|46	
20543	5	紫霄发簪	103	3	0	1	150	1	1	0	1	0	0	368	0	4888	0	6	2900	0	0	8	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_MZ	4205		<%>	0	0	194	614	EquipPanel	3	1	0	0	14|47|48|23|46	
20544	5	紫霄道袍	104	4	0	1	150	1	1	0	1	0	0	368	0	4928	0	6	3916	0	0	8	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_YF	4205		<%>	0	0	214	654	EquipPanel	3	1	0	0	14|47|48|23|46	
20545	5	紫霄长绦	105	5	0	1	150	1	1	0	1	0	0	368	0	3840	0	6	1885	0	0	8	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_YD	4205		<%>	0	0	175	576	EquipPanel	3	1	0	0	14|47|48|23|46	
20546	5	紫霄朱裳	106	6	0	1	150	1	1	0	1	0	0	368	0	4912	0	6	3481	0	0	8	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_KZ	4205		<%>	0	0	204	634	EquipPanel	3	1	0	0	14|47|48|23|46	
20547	5	紫霄云靴	107	7	0	1	150	1	1	0	1	0	0	368	0	4872	0	6	2320	0	0	8	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	1	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_XZ	4205		<%>	0	0	185	596	EquipPanel	3	1	0	0	14|47|48|23|46	
20551	5	寒鸦	101	1	0	1	150	1	1	0	1	0	0	368	0	6192	0	67	637	0	0	68	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_WQ	1205	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	204	634	EquipPanel	3	1	0	0	8|48	
20552	5	青衿	102	2	0	1	150	1	1	0	1	0	0	368	0	6128	0	67	425	0	0	68	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_FS	6205	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	185	596	EquipPanel	3	1	0	0	8|48	
20553	5	紫霄发簪	103	3	0	1	150	1	1	0	1	0	0	368	0	4888	0	6	2900	0	0	8	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_MZ	4205	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	194	614	EquipPanel	3	1	0	0	8|48	
20554	5	紫霄道袍	104	4	0	1	150	1	1	0	1	0	0	368	0	4928	0	6	3916	0	0	8	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_YF	4205	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	214	654	EquipPanel	3	1	0	0	8|48	
20555	5	紫霄长绦	105	5	0	1	150	1	1	0	1	0	0	368	0	3840	0	6	1885	0	0	8	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_YD	4205	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	175	576	EquipPanel	3	1	0	0	8|48	
20556	5	紫霄朱裳	106	6	0	1	150	1	1	0	1	0	0	368	0	4912	0	6	3481	0	0	8	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_KZ	4205	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	204	634	EquipPanel	3	1	0	0	8|48	
20557	5	紫霄云靴	107	7	0	1	150	1	1	0	1	0	0	368	0	4872	0	6	2320	0	0	8	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	4	2	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_XZ	4205	（<color=#35e122>可合成</color>同阶红色2星装备）	<%>	0	0	185	596	EquipPanel	3	1	0	0	8|48	
20561	5	寒鸦	101	1	0	1	150	1	1	0	1	0	0	1840	0	14512	0	67	972	0	0	68	1806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_WQ	1205		<%>	0	0	204	634	EquipPanel	3	1	0	0	14|47|48|23|46	
20562	5	青衿	102	2	0	1	150	1	1	0	1	0	0	1840	0	14400	0	67	648	0	0	68	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	0	<%>	TB_FS_5_FS	6205		<%>	0	0	185	596	EquipPanel	3	1	0	0	14|47|48|23|46	
20563	5	紫霄发簪	103	3	0	1	150	1	1	0	1	0	0	1840	0	11488	0	6	4907	0	0	8	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_MZ	4205		<%>	0	0	194	614	EquipPanel	3	1	0	0	14|47|48|23|46	
20564	5	紫霄道袍	104	4	0	1	150	1	1	0	1	0	0	1840	0	11568	0	6	6624	0	0	8	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	5	1	0	0	0	0	0	0	0	0	205	<%>	TB_FS_5_YF	4205		<%>	0	0	214	654	EquipPanel	3	1	0	0	14|47|48|23|46	
